artist_name,album_name,song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_genre
The Moody Blues,A Question Of Balance,Melancholy Man,55,345346,0.385,0.434,1,-11.544,0,0.0313,0.722,5.00E-06,0.192,0.388,132.454,4,british
Nick Drake,Five Leaves Left,Day Is Done,56,146026,0.487,0.298,2,-15.225,0,0.0328,0.603,0.682,0.161,0.457,124.332,4,british
The Who,My Generation (Stereo Version),My Generation - Stereo Version,65,198706,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,4,british
The Beatles,Magical Mystery Tour (Remastered),"Baby, You're A Rich Man - Remastered 2009",53,181306,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05E-06,0.152,0.467,96.751,4,british
The Rolling Stones,Aftermath,Under My Thumb,65,221533,0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986,4,british
The Beatles,The Beatles (Remastered),Dear Prudence - Remastered 2009,59,235773,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,4,british
The Who,"Meaty, Beaty, Big And Bouncy",The Seeker - Edit,63,190373,0.318,0.657,2,-11.829,1,0.0358,0.101,3.01E-06,0.144,0.753,177.477,4,british
The Rolling Stones,December’s Children (And Everybody’s),As Tears Go By - Mono Version,56,165213,0.331,0.277,7,-11.035,1,0.0295,0.723,0.00263,0.181,0.366,112.78,4,british
Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),Peace Train - Remastered 2021,65,253293,0.594,0.682,0,-8.858,1,0.0487,0.051,4.56E-05,0.0919,0.76,82.487,4,british
Whitesnake,Whitesnake's Greatest Hits,Is This Love,57,284400,0.493,0.747,0,-8.521,1,0.0298,0.0711,0,0.138,0.536,90.239,4,british
Brooke Bentham,The Room Swayed,I Need Your Body,50,250032,0.465,0.451,9,-7.254,0,0.0272,0.103,0.00677,0.0891,0.0905,79.886,4,british
YUNGBLUD,Fast & Furious Presents: Hobbs & Shaw (Original Motion Picture Soundtrack),Time In A Bottle,45,275826,0.313,0.571,2,-5.607,1,0.0352,0.0306,0,0.567,0.163,137.109,3,british
Ilan Eshkeri,Ghost of Tsushima (Music from the Video Game),Jin Sakai,44,171840,0.428,0.442,7,-14.255,0,0.0421,0.398,0.856,0.112,0.135,83.995,4,british
David Arnold,Casino Royale [International Version],Vesper,50,104146,0.235,0.0546,9,-23.644,0,0.0391,0.886,0.913,0.0711,0.071,63.678,5,british
Daniel Pemberton,King Arthur: Legend of the Sword (Original Motion Picture Soundtrack),The Born King,46,150533,0.356,0.199,2,-14.521,0,0.0332,0.0563,0.822,0.255,0.0686,109.844,4,british
Tom Rosenthal,B-Sides,It's Ok - Acoustic,58,191351,0.616,0.0663,8,-12.73,0,0.0387,0.985,0.00408,0.101,0.18,148.041,4,british
Ewan J Phillips;Marley Chapman,Born Survivor,I Wish I Was the Moon,49,218231,0.396,0.315,1,-11.801,0,0.0346,0.879,0.0603,0.0953,0.081,99.432,3,british
Natalie Holt,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],TVA First View,44,66826,0.0807,0.336,0,-13.138,1,0.0385,0.7,0.989,0.134,0.0374,83.073,3,british
Jessie Ware,Tough Love,Say You Love Me,57,257483,0.387,0.413,7,-8.95,1,0.0559,0.162,1.56E-05,0.262,0.249,173.73,3,british
Adele,19,Melt My Heart To Stone,52,203906,0.353,0.388,11,-7.091,0,0.0366,0.346,0,0.215,0.19,80.67,4,british
Lyla Foy,Mirrors the Sky,Impossible,43,235071,0.717,0.462,0,-9.802,1,0.033,0.567,0.29,0.11,0.357,118.286,4,british
Adele,19,Daydreamer,51,220506,0.807,0.105,9,-13.188,1,0.0412,0.964,0,0.103,0.372,109.014,4,british
Patrick Doyle,Cinderella (Original Motion Picture Soundtrack),La Valse de L'Amour,52,154560,0.196,0.14,5,-19.384,1,0.0353,0.892,0.941,0.104,0.132,58.637,4,british
YUNGBLUD,21st Century Liability,Kill Somebody,55,187880,0.722,0.781,1,-5.772,0,0.219,0.103,0,0.0849,0.494,148.066,4,british
The Moody Blues,Octave,Had To Fall In Love,57,220040,0.493,0.306,0,-17.392,1,0.029,0.678,0.243,0.14,0.346,71.985,4,british
Harry Gregson-Williams,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (Original Motion Picture Soundtrack)",Evacuating London,48,218560,0.161,0.232,4,-17.383,0,0.0398,0.811,0.709,0.12,0.0355,151.813,4,british
Peppa Pig,My First Album,The Class Of Madame Gazelle,47,144417,0.873,0.592,2,-5.788,1,0.0431,0.365,0,0.721,0.265,113.947,4,british
YUNGBLUD,YUNGBLUD,Cruel Kids,57,172080,0.563,0.733,7,-5.897,1,0.0363,0.218,0,0.586,0.379,133.067,4,british
Peppa Pig,Roller Disco,Roller Disco,47,196754,0.861,0.752,9,-6.829,0,0.143,0.0872,0,0.0537,0.811,124.026,4,british
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Captain America,40,581853,0.452,0.267,5,-20.359,0,0.0339,0.684,0.875,0.0761,0.13,152.567,5,british
DON BROCO,Fingernails,Fingernails,58,245243,0.613,0.946,1,-4.522,0,0.113,0.00391,0.0338,0.11,0.374,141.994,4,british
The Animals,The Singles Plus,Don't Let Me Be Misunderstood,57,145693,0.546,0.568,11,-9.604,0,0.0285,0.146,0,0.77,0.488,112.584,4,british
YUNGBLUD,weird!,love song,52,240206,0.292,0.522,9,-5.526,1,0.0364,0.206,0,0.116,0.388,177.323,3,british
Tom Rosenthal,Call You in the Morning,Call You in the Morning,56,132309,0.731,0.313,7,-9.723,1,0.0389,0.952,0.00659,0.109,0.308,138.092,4,british
Craig Armstrong,Love Actually (Original Motion Picture Score),Glasgow Love Theme,52,125186,0.312,0.122,9,-15.618,1,0.0313,0.985,0.927,0.0765,0.0397,78.664,4,british
The Beatles,1 (Remastered),We Can Work It Out - Remastered 2015,61,135693,0.378,0.677,2,-8.63,1,0.0298,0.0635,0,0.183,0.648,106.071,4,british
Jessie Ware,Free Yourself,Free Yourself,65,234493,0.688,0.91,0,-4.496,0,0.0456,0.00286,1.07E-05,0.129,0.77,119.024,4,british
YUNGBLUD,Don't Feel Like Feeling Sad Today,Don't Feel Like Feeling Sad Today,57,116483,0.53,0.904,0,-3.955,1,0.0423,0.00112,0,0.0822,0.654,94.969,3,british
The Servant,Collection,Cells,30,287960,0.543,0.781,9,-6.133,0,0.0476,0.000782,0.000116,0.0945,0.608,74.438,4,british
Peppa Pig,Peppa's Adventures: The Album,Birdy Birdy Woof Woof,47,119003,0.805,0.619,4,-7.224,1,0.0636,0.782,0,0.769,0.961,174.111,4,british
Leona Lewis,Spirit,Run,62,314720,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61E-06,0.122,0.0923,142.365,4,british
Ralph McTell,Spiral Staircase (Expanded Edition),Streets of London,19,248586,0.396,0.295,4,-15.126,1,0.0343,0.625,7.60E-05,0.0989,0.187,155.531,4,british
Amy Winehouse,Back To Black (Deluxe Edition),He Can Only Hold Her,65,166400,0.626,0.504,11,-14.978,1,0.073,0.021,0.00843,0.0684,0.713,98.391,4,british
James Hunter,The Hard Way,Tell Her,30,204960,0.728,0.468,7,-9.2,1,0.0313,0.692,5.09E-06,0.149,0.734,113.155,4,british
YUNGBLUD,Time In A Bottle (From Fast & Furious Presents: Hobbs & Shaw),Time In A Bottle - From Fast & Furious Presents: Hobbs & Shaw,44,275859,0.307,0.455,2,-12.315,1,0.0356,0.0379,1.05E-06,0.612,0.251,138.411,3,british
The Beatles,Revolver (Remastered),Taxman - Remastered 2009,58,158853,0.469,0.596,7,-8.348,1,0.0749,0.0101,0,0.321,0.783,133.586,4,british
The Seekers,The Seekers,I'll Never Find Another You,55,162320,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,4,british
Michael Nyman,The Piano: Music From The Motion Picture,The Heart Asks Pleasure First,57,96560,0.166,0.263,9,-18.907,0,0.0357,0.972,0.92,0.124,0.41,177.408,3,british
Joss Stone,The Best Of Joss Stone 2003 - 2009,Super Duper Love,31,260066,0.693,0.771,11,-3.647,0,0.149,0.0199,0,0.138,0.671,187.923,4,british
Peter Sarstedt,The Lost Album,Where Do You Go To (My Lovely) - Re-Recorded,56,287720,0.558,0.444,2,-7.549,0,0.0345,0.286,6.56E-05,0.121,0.444,182.583,3,british
The Rolling Stones,Flashpoint,Ruby Tuesday - Live / Remastered 2009,30,213466,0.446,0.878,0,-4.238,1,0.0469,0.704,0.00153,0.99,0.435,107.843,4,british
Rupert Gregson-Williams,Wonder Woman (Original Motion Picture Soundtrack),Wonder Woman's Wrath,46,246480,0.171,0.632,9,-12.915,1,0.0568,0.0864,0.785,0.123,0.0379,158.297,1,british
Whitesnake,Whitesnake (30th Anniversary Super Deluxe Edition),Here I Go Again - Radio Mix,59,232133,0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,4,british
Show Of Hands,Roots - The Best of Show of Hands (Digital-Only Bonus Version),Cousin Jack,29,410693,0.323,0.613,4,-8.605,0,0.0293,0.204,0,0.884,0.29,147.54,3,british
Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,Always Like This,64,245640,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4,british
Wishbone Ash,Sweet Home Alabama,Ships In The Sky,0,179666,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british
Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british
Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0,179666,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,3,british
Manfred Mann's Earth Band;The Disco Boys,Lone Arranger (Deluxe Edition),I Came for You,35,194040,0.557,0.742,5,-8.056,1,0.0665,0.11,1.07E-05,0.291,0.253,127.986,4,british
Samm Henshaw,Broke,Broke,60,207722,0.751,0.684,1,-4.325,1,0.303,0.433,5.92E-06,0.18,0.864,89.984,4,british
Craig David,Born to Do It,Fill Me In,63,257200,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,4,british
Sade,The Best of Sade,Hang on to Your Love,62,270466,0.846,0.703,0,-5.76,1,0.0301,0.147,1.21E-05,0.071,0.964,107.767,4,british
Dominic Lewis,Bullet Train (Original Motion Picture Score),Kyoto Eki,38,98693,0.387,0.506,5,-14.42,0,0.0348,0.00907,0.935,0.124,0.331,139.919,4,british
Sade,Love Deluxe,Cherish the Day,60,332133,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,4,british
Lorne Balfe,Mission: Impossible - Fallout (Music from the Motion Picture),Stairs and Rooftops,37,360400,0.486,0.617,1,-13.988,1,0.104,0.29,0.885,0.118,0.137,154.976,4,british
Harry Gregson-Williams,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (Original Motion Picture Soundtrack)",The Wardrobe,52,174893,0.0792,0.0391,1,-26.401,0,0.0397,0.891,0.839,0.113,0.0327,81.428,5,british
Thomas & Friends,Thomas & Friends: All Star Tracks,Roll Call,52,75856,0.864,0.414,1,-11.933,0,0.0408,0.196,0,0.299,0.971,90.942,4,british
Corinne Bailey Rae,Corinne Bailey Rae,Like A Star,62,243213,0.606,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,0.142,122.711,4,british
Celeste;MK,Stop This Flame (Celeste x MK),Stop This Flame - Celeste x MK,64,203946,0.692,0.846,8,-5.72,1,0.0559,0.0194,2.91E-05,0.324,0.827,124.007,4,british
Patrick Doyle,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),Harry in Winter,55,174440,0.175,0.248,11,-16.707,0,0.0423,0.559,0.966,0.189,0.0396,110.447,3,british
Tom Rosenthal,Z-Sides,How Have You Been?,54,168388,0.376,0.0276,0,-15.103,1,0.0428,0.967,0.03,0.146,0.12,72.957,4,british
Peppa Pig,My First Album,Super Potato's Theme,48,115503,0.761,0.76,4,-6.579,1,0.0558,0.628,0,0.315,0.826,132.105,4,british
Tom Rosenthal,Hugging You,Hugging You,49,171586,0.57,0.304,8,-11.821,1,0.04,0.56,4.86E-06,0.121,0.295,106.105,4,british
Adele,19,Crazy For You,52,208040,0.707,0.139,7,-12.3,1,0.0507,0.91,0,0.105,0.323,85.868,3,british
Billie Marten,Feeding Seahorses by Hand,She Dances,53,283393,0.679,0.122,4,-18.531,1,0.0444,0.965,0.00264,0.127,0.205,97.504,4,british
The Kinks,Classics (The Best of The Kinks),Sunny Afternoon - Mono Version,26,214592,0.578,0.59,0,-4.663,1,0.0257,0.135,0,0.076,0.43,123.081,4,british
Ben Howard,The Burgh Island EP,Oats In The Water,57,299381,0.356,0.474,2,-9.41,0,0.0283,0.273,0.304,0.184,0.094,130.193,4,british
Alexi Murdoch,Towards The Sun,Some Day Soon,45,287800,0.593,0.554,4,-12.187,1,0.0286,0.931,0.888,0.0918,0.416,92.861,4,british
Michael Kiwanuka,Love & Hate,One More Night,61,233413,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806,4,british
Gary Lightbody;Johnny McDaid,"This Is How You Walk On (From ""Gifted"")","This Is How You Walk On - From ""Gifted""",36,246186,0.384,0.408,9,-9.064,1,0.0278,0.263,0.000352,0.127,0.292,79.463,4,british
Adele,19,Cold Shoulder,52,191866,0.65,0.82,0,-5.344,1,0.047,0.00217,0,0.133,0.35,109.955,4,british
The Beatles,Please Please Me (Remastered),Do You Want To Know A Secret - Remastered 2009,60,117013,0.673,0.349,4,-12.414,1,0.0368,0.608,0,0.38,0.609,124.451,4,british
The Kinks,The Anthology 1964 - 1971,Strangers (Remastered),29,197853,0.476,0.369,0,-10.607,1,0.0326,0.087,0,0.0835,0.532,128.108,4,british
Whitesnake,Whitesnake's Greatest Hits,Here I Go Again,58,232800,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,4,british
Joss Stone,The Best Of Joss Stone 2003 - 2009,Spoiled,30,243640,0.429,0.586,2,-6.772,1,0.0617,0.528,0,0.1,0.29,110.133,3,british
Keaton Henson,Dear,Small Hands,52,180693,0.649,0.525,5,-7.551,0,0.0347,0.912,0.000111,0.121,0.603,97.808,4,british
The Animals,Most of the Animals,House of the Rising Sun,64,269906,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3,british
Joss Stone,The Best Of Joss Stone 2003 - 2009,Don't Cha Wanna Ride,30,213000,0.585,0.853,2,-6.053,1,0.213,0.132,0,0.856,0.697,90.552,4,british
The Beatles,Abbey Road (Remastered),You Never Give Me Your Money - Remastered 2009,58,242973,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,3,british
Charlie Cunningham,Lines,You Sigh,60,178826,0.629,0.451,6,-9.974,1,0.0284,0.852,0.06,0.141,0.681,90.965,4,british
Milburn,Send in the Boys,Send in the Boys,30,165560,0.284,0.953,2,-4.862,1,0.102,0.000838,0.017,0.339,0.789,171.382,4,british
The Beatles,The Beatles (Remastered),Happiness Is A Warm Gun - Remastered 2009,58,164546,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34E-06,0.169,0.44,139.288,4,british
Peter Sarstedt,Playlist: The Best Of Peter Sarstedt,Where Do You Go To (My Lovely),54,284706,0.408,0.436,0,-7.712,1,0.0345,0.805,1.72E-06,0.305,0.474,175.024,3,british
Nick Drake,Pink Moon,From The Morning,58,150850,0.644,0.325,0,-11.056,1,0.036,0.869,0.0511,0.11,0.367,108.933,4,british
The Beatles,Rubber Soul (Remastered),I'm Looking Through You - Remastered 2009,58,146386,0.667,0.498,1,-11.027,1,0.0364,0.00772,0,0.0481,0.774,85.843,4,british
Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),Moonshadow - Remastered 2021,61,168120,0.636,0.373,2,-9.062,1,0.0289,0.56,2.94E-06,0.0864,0.548,130.618,4,british
Rory Gallagher,Top Priority (Remastered 2017),Bad Penny,60,245377,0.252,0.729,2,-10.022,0,0.0646,0.0974,0.00881,0.045,0.689,199.738,4,british
Richard Hawley,Lady's Bridge,Tonight the Streets Are Ours,49,222506,0.532,0.686,5,-9.041,1,0.0278,0.00142,0,0.144,0.743,132.031,4,british
Eric Burdon,The Curse Of Hobbes House The Ultimate Fantasy Playlist,We Gotta Get Out Of This Place,0,208693,0.585,0.633,7,-8.007,1,0.0338,0.521,0,0.101,0.781,135.111,4,british
Eric Burdon,Dune 2 - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0,208693,0.585,0.633,7,-8.007,1,0.0338,0.521,0,0.101,0.781,135.111,4,british
Eric Burdon,Apex - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0,208693,0.585,0.633,7,-8.007,1,0.0338,0.521,0,0.101,0.781,135.111,4,british
Eric Burdon,Synchronic The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Love Between Fairy And Devil The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Remnant From The Ashes The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Biomutant Martial Combat The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,East New York The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Treasures Of The Aegean The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Heliborne The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
Eric Burdon,Disciples Liberation The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,0.673,0.712,11,-7.858,0,0.0273,0.159,0,0.183,0.912,113.061,4,british
John Powell,Ice Age: The Meltdown (Original Motion Picture Soundtrack),"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",55,48466,0.161,0.0459,6,-29.584,0,0.0372,0.678,0.00584,0.148,0.152,70.074,3,british
Simply Red,Sunrise European Single,Sunrise,57,200173,0.788,0.728,5,-5.123,0,0.0295,0.00325,0.23,0.0979,0.936,105.983,4,british
Michael Kiwanuka;Tom Misch,Money,Money (with Tom Misch),57,291568,0.774,0.419,4,-9.649,0,0.0758,0.539,0.0698,0.029,0.644,118.008,4,british
Clint Mansell;Kronos Quartet,Requiem for a Dream / OST,Summer Overture,44,155266,0.43,0.232,5,-13.059,1,0.0399,0.93,0.872,0.122,0.0424,66.953,4,british
Penny Jayne Black,Early Works,Fire in My Belly,28,166944,0.594,0.67,2,-5.501,0,0.0261,0.0855,0,0.359,0.424,87.041,4,british
YUNGBLUD,13 Reasons Why (Season 2),Tin Pan Boy,33,191893,0.386,0.749,2,-6.734,1,0.115,1.92E-05,6.98E-06,0.334,0.517,184.092,4,british
Soul II Soul;Caron Wheeler,Keep On Movin',Back To Life,66,228266,0.817,0.484,7,-11.659,1,0.143,0.0515,0.000213,0.0391,0.671,100.978,4,british
Sam Brown;Pete Brown,Stop!,Stop,39,295906,0.326,0.3,9,-13.671,1,0.0454,0.443,0,0.139,0.391,185.63,3,british
Adele,Rolling in the Deep,Rolling in the Deep - Acapella,49,236777,0.736,0.142,7,-16.603,0,0.0385,0.771,0,0.0735,0.476,105.034,4,british
YUNGBLUD,YUNGBLUD,Mad,56,145488,0.453,0.878,7,-4.414,1,0.0898,0.00515,0,0.434,0.635,168.043,4,british
Gary Moore,Ballads & Blues 1982-1994,One Day,51,240440,0.407,0.508,9,-9.213,0,0.0324,0.478,1.41E-06,0.18,0.459,79.583,4,british
Billie Marten,Writing of Blues and Yellows (Deluxe Version),Milk & Honey,52,238653,0.291,0.563,11,-9.12,0,0.0455,0.678,0.00431,0.11,0.457,81.467,4,british
Peppa Pig,Peppa's Club,Peppa's Club,44,218839,0.882,0.731,0,-8.118,1,0.0712,0.209,0,0.0871,0.963,127.013,4,british
Allman Brown,1000 Years,Ancient Light,41,244900,0.435,0.208,1,-15.75,0,0.0558,0.647,0.000921,0.147,0.189,69.027,4,british
Amy Winehouse,Lioness: Hidden Treasures,Will You Still Love Me Tomorrow? - 2011,61,262813,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,4,british
Paolo Nutini,Caustic Love,Better Man,56,329046,0.556,0.434,7,-9.548,1,0.0363,0.407,0.00545,0.104,0.505,147.507,4,british
Donovan,Sunshine Superman,Season of the Witch,65,293933,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,4,british
The Beatles,The Beatles (Remastered),Julia - Remastered 2009,54,176666,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,4,british
The Rolling Stones,Hot Rocks (1964-1971),Wild Horses,55,342586,0.435,0.295,7,-9.773,1,0.0264,0.774,0.0247,0.0769,0.15,141.293,4,british
Peppa Pig,Bestest Daddy In The World,Bestest Daddy In The World,44,199201,0.693,0.625,0,-7.489,1,0.0671,0.418,0,0.332,0.78,175.815,4,british
Peppa Pig,Feeling Calm,Feeling Calm,34,229467,0.607,0.16,3,-13.149,1,0.0383,0.905,1.52E-05,0.109,0.351,88.994,4,british
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),The Winter Soldier,42,384666,0.252,0.378,1,-15.31,1,0.0393,0.00405,0.939,0.469,0.0351,114.955,4,british
Henry Jackman,X-MEN: FIRST CLASS,Magneto,41,112760,0.52,0.803,8,-8.512,1,0.0806,0.17,0.857,0.0888,0.054,84.978,4,british
Michael Kiwanuka,KIWANUKA,Solid Ground,54,233053,0.398,0.176,2,-8.68,0,0.0311,0.743,0.00509,0.118,0.0691,139.941,4,british
YUNGBLUD,YUNGBLUD,Don't Feel Like Feeling Sad Today,56,116483,0.531,0.904,0,-3.928,1,0.0447,0.00112,0,0.0704,0.597,94.976,3,british
Alvin Lee,The Anthology,The Bluest Blues,40,446240,0.299,0.478,9,-6.205,0,0.0268,0.501,0.293,0.0781,0.239,149.748,4,british
The Beatles,Let It Be (Remastered),I've Got A Feeling - Remastered 2009,57,217560,0.44,0.609,2,-8.824,1,0.0358,0.0715,0,0.582,0.364,165.156,4,british
The Beatles,Revolver (Remastered),Tomorrow Never Knows - Remastered 2009,57,179546,0.38,0.829,5,-6.105,1,0.0405,8.40E-05,0.00208,0.342,0.0534,125.887,4,british
Paloma Faith,Do You Want the Truth or Something Beautiful?,Upside Down,56,189186,0.618,0.842,9,-4.384,0,0.0772,0.0452,0.000216,0.0737,0.734,175.989,4,british
DragonForce,Sonic Firestorm,Soldiers Of The Wastelands,52,587160,0.164,0.955,11,-6.34,0,0.125,5.33E-05,0.00189,0.071,0.146,199.955,4,british
Adele;The Raconteurs,19,Many Shades Of Black - Performed by The Raconteurs and Adele,52,268093,0.409,0.71,7,-4.918,0,0.0325,0.00323,0,0.116,0.438,95.248,3,british
Alexi Murdoch,Four Songs,Song For You,51,257160,0.501,0.104,4,-25.111,1,0.0355,0.872,0.00298,0.116,0.302,154.798,4,british
Nick Mulvey,Wake Up Now,Mountain To Move,60,236280,0.662,0.947,7,-6.409,1,0.0517,0.431,0.007,0.0974,0.31,110.006,4,british
Amy Winehouse,Back To Black (Deluxe Edition),Wake Up Alone,62,222000,0.583,0.271,11,-15.866,0,0.0299,0.545,0,0.148,0.235,102.678,3,british
Gabrielle,Now And Always: 20 Years Of Dreaming,Rise,30,218813,0.554,0.484,8,-9.456,1,0.0253,0.342,1.67E-05,0.0909,0.606,144.737,4,british
The Beatles,Please Please Me (Remastered),Please Please Me - Remastered 2009,58,120853,0.527,0.48,4,-9.61,1,0.028,0.334,0,0.0702,0.706,139.388,4,british
Finley Quaye,Essential - Chill Out,Even After All,28,234466,0.782,0.264,9,-14.175,1,0.133,0.557,0.0545,0.101,0.419,94.074,4,british
Yusuf / Cat Stevens,Buddha And The Chocolate Box,Oh Very Young,59,156773,0.728,0.413,9,-11.188,1,0.0372,0.696,0.000398,0.0861,0.655,111.038,4,british
The Zombies,Odessey & Oracle_ 30th Anniversary Edition,This Will Be Our Year [Mono],45,129160,0.4,0.516,9,-9.317,1,0.0316,0.779,2.38E-05,0.204,0.522,145.544,3,british
The Shadows,Another String of Hot Hits (And More!),Apache,57,174186,0.595,0.451,9,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,133.671,4,british
The Rolling Stones,Honky Tonk Women / You Can't Always Get What You Want,Honky Tonk Women,64,182706,0.56,0.721,7,-6.669,1,0.0629,0.225,0.0339,0.0453,0.966,119.285,4,british
Gary Moore,Still Got The Blues,Walking By Myself,57,175866,0.531,0.51,4,-13.928,1,0.0481,0.178,8.70E-05,0.282,0.8,128.427,4,british
Status Quo,Just Supposin' (Deluxe),What You're Proposing,31,258000,0.464,0.774,1,-6.283,1,0.034,0.0364,4.64E-06,0.117,0.54,176.899,4,british
Hell Is For Heroes,Punk Rock Hits,I Can Climb Mountains,29,200600,0.39,0.957,2,-4.393,1,0.0813,0.00217,0.000221,0.0931,0.3,87.046,4,british
The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),Midnight Rambler - Mono,29,412640,0.497,0.649,4,-10.09,1,0.0741,0.701,1.33E-05,0.138,0.52,128.248,4,british
Gerald Finzi;Amy Dickson;Aurora Orchestra;Nicholas Collon,Introit: The Music of Gerald Finzi,"Lo, the full, final sacrifice, Op. 26: Amen - Instrumental",55,160240,0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,111.868,4,british
Sandie Shaw,(60's) Sixties Collected Volume 2,Long Live Love - Remastered 2004,0,162133,0.536,0.469,0,-8.759,1,0.0571,0.599,0,0.237,0.898,151.58,4,british
The Walker Brothers,(60's) Sixties Collected Volume 2,Make It Easy On Yourself,0,191986,0.384,0.503,9,-8.917,1,0.0306,0.072,0.000307,0.261,0.441,81.736,4,british
The Fortunes,REGNIG DAG,Here Comes That Rainy Day Feeling Again,0,172533,0.728,0.695,2,-9.058,0,0.0391,0.519,0,0.124,0.836,120.932,4,british
Jessie Ware,Me Before You (Original Motion Picture Soundtrack),"Till The End - From ""Me Before You""",46,180560,0.662,0.395,4,-10.694,1,0.0593,0.766,0.00594,0.125,0.534,73.012,4,british
Craig David;Galantis;Mike Brainchild,DNA (Part 2),DNA (Part 2),17,232000,0.685,0.736,11,-2.465,1,0.0377,0.013,0,0.191,0.39,119.969,4,british
Craig David,The Story Goes...,Don't Love You No More (I'm Sorry),59,243986,0.636,0.558,7,-7.076,1,0.0245,0.462,0,0.062,0.572,100.113,4,british
Ilan Eshkeri,Ghost of Tsushima (Music from the Video Game),The Way of the Ghost,47,254880,0.171,0.162,7,-15.387,0,0.0432,0.709,0.921,0.149,0.0368,114.473,4,british
Amy Winehouse,Back To Black,Rehab,64,213760,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,4,british
