song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
In-A-Gadda-Da-Vida - Single Version,57,173986,0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44,4
Recently Played,51,120454,0.57,0.334,5,-11.046,0,0.031,0.695,0.226,0.226,0.124,112.015,3
Help! - Remastered 2015,56,139240,0.602,0.736,11,-6.51,0,0.0332,0.149,0,0.0776,0.819,94.931,4
Fat Old Sun,44,323733,0.365,0.204,0,-15.778,1,0.0314,0.352,0.424,0.823,0.201,72.689,4
Been down so Long,53,279866,0.81,0.376,4,-7.941,1,0.0411,0.208,5.52E-05,0.0622,0.635,122.618,4
Happy,57,226594,0.51,0.805,6,-6.475,1,0.039,0.0128,0.912,0.254,0.792,171.957,4
Comin' Back to Me,48,315040,0.363,0.113,7,-23.87,1,0.0396,0.885,0.118,0.112,0.0398,166.721,3
This Boy - Remastered 2009,52,136080,0.66,0.337,2,-11.524,1,0.0286,0.213,1.57E-05,0.142,0.703,110.173,3
We Can Work It Out - Remastered 2009,52,136120,0.381,0.608,2,-10.061,1,0.0268,0.113,0,0.148,0.742,106.299,4
Baba O'Riley - ConfidentialMX Remix,48,153986,0.293,0.369,5,-17.075,1,0.0425,0.408,0.62,0.118,0.221,117.652,4
Çıt Çıt Çedene,27,235426,0.683,0.506,5,-17.159,1,0.095,0.599,0,0.065,0.894,82.515,4
All I Wanna Do - Remastered 2009,54,156466,0.447,0.416,9,-12.181,0,0.0258,0.0716,0.00426,0.125,0.295,103.068,4
Unidentified Flying Object - Remastered,47,138200,0.219,0.563,7,-6.791,1,0.0314,0.00168,0.75,0.192,0.145,180.129,3
Eski Bir Fincan,27,253906,0.732,0.245,7,-22.572,1,0.0688,0.436,7.55E-05,0.117,0.924,152.179,4
Elogio à Instituição do Cinismo,27,207517,0.485,0.768,10,-5.474,1,0.0701,7.30E-05,0.00371,0.372,0.333,120.05,4
Ripple - 2013 Remaster,59,249733,0.604,0.411,7,-14.258,1,0.034,0.427,5.74E-05,0.602,0.675,126.637,4
Pigs on the Wing 2,50,86696,0.596,0.17,7,-19.58,1,0.043,0.256,4.39E-05,0.0772,0.486,128.585,3
Hell Hound,27,199240,0.362,0.899,2,-10.24,1,0.115,0.00339,1.59E-05,0.842,0.497,102.092,4
"Monday, Monday - Single Version",61,208293,0.488,0.464,1,-9.496,1,0.0284,0.742,0,0.57,0.709,109.853,4
Yellow Submarine - Remastered 2015,54,158800,0.66,0.557,1,-9.597,1,0.03,0.158,0,0.543,0.788,110.743,4
Süper Babaanne,27,320066,0.54,0.569,2,-12.95,1,0.0625,0.553,0,0.329,0.711,121.838,4
Rocky Raccoon - Remastered 2009,57,213106,0.599,0.363,7,-11.728,1,0.0315,0.333,0,0.243,0.648,79.456,4
Bir Dünya Arıyorum,27,327493,0.331,0.701,2,-8.568,1,0.0395,0.0989,0.000497,0.146,0.457,117.047,4
1 Mayıs,26,246780,0.463,0.449,1,-16.716,1,0.101,0.921,0.121,0.128,0.504,145.982,4
Take The Money And Run,68,170173,0.565,0.645,0,-12.923,1,0.0484,0.0552,2.84E-06,0.151,0.836,99.3,4
Pank,28,231990,0.301,0.615,5,-11.382,1,0.0353,0.00282,0.885,0.1,0.083,125.81,4
Too Drunk To Fuck,26,139146,0.517,0.988,11,-6.291,0,0.0486,0.00119,0.043,0.393,0.584,124.661,4
Waiting For The Symphony,26,256962,0.496,0.508,6,-8.305,0,0.0244,0.682,0.534,0.338,0.364,92.022,4
Üryan Geldim,27,255626,0.291,0.352,2,-19.768,0,0.0441,0.123,0.00041,0.0855,0.647,94.243,4
Run For Your Life - Remastered 2009,54,141093,0.563,0.705,2,-9.232,1,0.103,0.0103,0,0.0552,0.822,176.732,4
Yaramaz Ne Oldu Sana,26,170626,0.531,0.417,0,-12.74,0,0.0338,0.892,0.959,0.176,0.723,109.514,4
Nederlag,26,148373,0.538,0.695,1,-2.987,0,0.0419,0.297,0,0.0815,0.764,106.333,4
Love Conquers All,46,224680,0.233,0.42,9,-8.104,0,0.0286,0.264,8.70E-05,0.0884,0.0704,107.779,4
Ham Meyvayı Kopardılar Dalından,27,248602,0.589,0.513,5,-10.464,0,0.0268,0.144,0.0142,0.151,0.892,109.512,4
Stay with Me,66,279360,0.458,0.869,9,-8.381,1,0.032,0.0969,0.0596,0.357,0.813,91.39,4
Glass Onion - Remastered 2009,54,137840,0.523,0.51,7,-9.827,0,0.0514,0.0123,8.38E-05,0.108,0.789,120.432,4
Make A Circuit With Me,26,175612,0.436,0.95,0,-6.63,0,0.184,0.000867,0.249,0.244,0.599,188.008,4
I Found a Reason - 2015 Remaster,53,255680,0.424,0.289,5,-12.063,1,0.0271,0.0619,0.000444,0.104,0.335,77.941,3
Nöbetçinin Türküsü,26,257933,0.44,0.583,9,-11.141,0,0.068,0.367,0,0.0533,0.449,94.649,3
Rikki Don't Lose That Number,27,272133,0.65,0.46,2,-14.041,1,0.0376,0.552,0.000132,0.0957,0.635,116.124,4
Tales Of Brave Ulysses,55,166453,0.538,0.476,0,-9.215,0,0.049,0.0178,4.26E-05,0.101,0.188,105.642,4
The Night Before - Remastered 2009,54,154933,0.461,0.762,2,-6.727,1,0.0379,0.0537,0,0.238,0.632,84.496,4
When Night Comes Down,26,198026,0.354,0.981,0,-2.152,0,0.151,0.00136,0,0.239,0.332,154.959,4
Bedava Yaşıyoruz,27,297706,0.442,0.763,4,-7.561,1,0.0519,0.796,0.000114,0.377,0.6,146.218,5
"Man Smart, Woman Smarter - Live at Civic Arena, Pittsburgh, PA, April 2, 1989",27,498266,0.49,0.577,4,-14.481,1,0.108,0.815,0.0645,0.883,0.829,96.789,4
"Introduction - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",27,46440,0.658,0.419,0,-14.398,1,0.199,0.546,0.000103,0.621,0.542,100.573,4
Anadan Ayrı,28,252261,0.41,0.61,9,-6.841,0,0.0436,0.666,0,0.171,0.624,97.352,4
"Casey Jones - Live in Veneta, Oregon 8/27/72",27,385026,0.554,0.545,0,-11.22,1,0.028,0.742,0.0268,0.218,0.726,93.491,4
Nekrofelia,27,166253,0.557,0.763,0,-13.532,1,0.0397,0.00817,0.00703,0.103,0.652,138.519,4
Eight Days A Week - Remastered 2015,55,163320,0.636,0.677,9,-5.605,1,0.0316,0.265,0,0.215,0.837,138.707,4
Suddenly,56,197040,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,4
Queen,51,230719,0.418,0.547,1,-4.932,1,0.0295,0.211,0.0443,0.188,0.13,131.983,4
You Really Got A Hold On Me - Remastered 2009,53,181346,0.373,0.388,9,-9.31,1,0.0337,0.525,0,0.267,0.687,77.643,4
Windows,55,192027,0.526,0.634,5,-7.805,1,0.0239,0.152,8.41E-05,0.105,0.648,82.652,4
Unutamıyorum,26,186261,0.345,0.583,7,-6.825,1,0.0309,0.0132,0.0146,0.235,0.131,121.849,4
It's Time to Wake Up 2023,51,411440,0.675,0.585,5,-6.886,1,0.0264,0.314,0.666,0.0888,0.113,109.982,4
Happy Together - Remastered,46,174489,0.615,0.459,6,-8.44,1,0.036,0.686,0.0517,0.251,0.653,118.661,4
Our House,51,226560,0.47,0.462,9,-10.656,1,0.0519,0.889,6.30E-05,0.646,0.333,129.135,4
Since I Left You,57,262840,0.518,0.912,7,-7.275,1,0.0573,0.226,0,0.726,0.504,102.778,4
High Hopes - Live,45,474066,0.445,0.332,0,-16.167,0,0.0265,0.479,0.00503,0.968,0.144,74.93,4
Blue Red And Grey,46,166906,0.621,0.213,2,-12.666,1,0.0369,0.984,8.01E-05,0.104,0.409,107.999,4
Change My Ways,27,72339,0.233,0.818,2,-10.238,1,0.0375,0.215,0.0689,0.296,0.76,164.429,4
My Back Pages,55,188240,0.558,0.524,4,-10.528,1,0.0339,0.109,0,0.17,0.727,123.243,4
I'm the Mountain,46,961942,0.395,0.396,8,-11.641,1,0.0281,0.0102,0.161,0.126,0.0656,136.391,4
High Flying Bird,50,153066,0.528,0.479,6,-9.771,0,0.0298,0.522,0,0.104,0.7,118.475,4
Something New,57,193251,0.629,0.597,11,-10.571,1,0.0273,0.148,0.0344,0.531,0.737,87.847,4
Uncle Jill,26,197880,0.321,0.722,10,-9.008,1,0.046,0.0156,0.482,0.155,0.101,134.479,4
Get Back - Remastered 2015,56,191773,0.703,0.636,7,-7.579,1,0.0376,0.186,0.0256,0.0959,0.218,122.921,4
Letare,26,221080,0.242,0.898,9,-5.438,0,0.0984,0.0146,0.000482,0.129,0.441,165.353,4
It's Only Love - Remastered 2009,51,116480,0.629,0.551,0,-8.281,1,0.0256,0.22,0,0.0432,0.685,113.155,3
The Man In The Station,52,172600,0.597,0.232,4,-14.023,0,0.0443,0.727,0.317,0.105,0.242,118.651,4
I Need You - Remastered 2009,53,148786,0.601,0.489,9,-8.554,1,0.0455,0.277,0,0.0988,0.638,136.215,4
Back Door Man,54,212426,0.476,0.612,9,-7.01,1,0.0335,0.287,0.000252,0.0877,0.909,177.233,4
Once I Was,49,203186,0.34,0.427,1,-10.042,1,0.0312,0.11,0.615,0.122,0.404,120.646,3
Nothing From Nothing,63,156200,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,4
Love Is All Around,55,177666,0.457,0.492,2,-8.104,1,0.0291,0.432,0.00106,0.0996,0.691,98.921,4
Lazy - Remastered 2012,51,442840,0.32,0.732,5,-9.957,0,0.0666,0.371,0.622,0.2,0.458,188.02,4
Sloop John B - Remastered,60,180133,0.567,0.745,8,-5.423,1,0.0264,0.402,0,0.0873,0.903,125.575,4
Oceanchild,26,281194,0.436,0.896,11,-4.722,0,0.0583,1.34E-05,0.000653,0.0698,0.494,115.977,4
Trust Me Billy,26,134426,0.392,0.665,5,-7.822,0,0.033,0.0078,0.816,0.551,0.617,146.53,4
Suzy & Sally's Eternal Return,25,200533,0.514,0.394,9,-10.131,1,0.0245,0.352,0.0759,0.333,0.53,81.06,4
İhtarname,26,226600,0.648,0.833,5,-11.633,1,0.0948,0.746,0.00108,0.233,0.358,103.128,4
Hellbound Train,50,550506,0.268,0.567,9,-17.114,0,0.0355,0.0529,0.681,0.157,0.518,163.057,4
"Row Jimmy - Live at Fox Theatre, Atlanta, GA, May 19, 1977",26,680000,0.654,0.27,11,-17.551,0,0.043,0.511,0.00949,0.638,0.727,97.733,4
You Really Got Me - Remastered,55,134066,0.588,0.948,8,-4.073,1,0.0974,0.147,7.92E-05,0.0787,0.962,137.294,4
Hear My Train a Comin',52,341800,0.371,0.634,10,-7.648,0,0.0277,0.146,0.011,0.104,0.568,84.977,4
David Byrne's Badside,27,197393,0.328,0.906,0,-5.707,1,0.0709,0.00133,6.52E-06,0.349,0.571,149.674,4
Suite: Judy Blue Eyes - 2005 Remaster,61,444053,0.458,0.364,9,-13.126,1,0.0431,0.467,0,0.197,0.3,154.215,4
Feel like a Stranger - Live October 1989 - April 1990,27,451306,0.471,0.819,9,-8.441,1,0.0564,0.139,0.000683,0.675,0.704,110.498,4
Who Knows Where The Time Goes?,52,310173,0.522,0.0913,4,-21.164,1,0.0325,0.679,0.367,0.0791,0.385,143.9,4
Your Mother Should Know - Remastered 2009,54,148413,0.698,0.293,0,-11.361,1,0.0332,0.784,0.0106,0.0936,0.724,117.613,4
Ungrateful Are the Dead,27,189946,0.31,0.84,2,-5.122,1,0.042,0.00113,0.0167,0.195,0.495,118.289,4
Bleed You Dry,26,204640,0.496,0.651,0,-6.009,1,0.0296,0.00107,0,0.144,0.392,83.018,4
Dog Inside Your Body,26,186133,0.529,0.902,1,-8.416,1,0.0545,0.00235,0.0122,0.327,0.421,163.972,4
"Dance, Dance, Dance",26,124146,0.508,0.844,3,-7.03,1,0.0552,0.218,2.36E-06,0.0607,0.55,148.202,4
Be True To Your School - Remastered,26,131520,0.55,0.664,8,-8.952,0,0.0438,0.245,0,0.112,0.734,144.21,3
Don't Go Away,26,175600,0.4,0.789,9,-6.583,0,0.0319,5.20E-06,0.0499,0.12,0.484,88.936,4
Vida De Cachorro,27,195066,0.341,0.415,7,-9.192,1,0.0305,0.752,0.000732,0.0925,0.273,154.849,4
Fried Chicken And Gasoline,25,257306,0.593,0.917,11,-5.529,0,0.0275,0.0293,0.606,0.265,0.939,135.275,4
Oh The Sunn!,55,138213,0.708,0.644,4,-6.107,0,0.0322,0.054,0.0252,0.44,0.124,111.221,4
Down By The Water,57,194506,0.623,0.622,2,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,4
Laughing,46,158040,0.375,0.458,9,-14.019,1,0.0379,0.44,0.000661,0.651,0.57,89.907,4
Clear Blue Skies,47,187293,0.571,0.436,7,-15.903,1,0.0248,0.265,0,0.151,0.904,104.763,4
Space to Bakersfield,43,544070,0.279,0.652,11,-9.924,0,0.0373,0.143,0.945,0.0993,0.127,74.512,4
i/O,27,198145,0.379,0.985,7,-7.126,1,0.0518,0.000148,0.677,0.626,0.361,167.051,4
Ticket To Ride - Remastered 2015,54,190120,0.554,0.904,4,-6.319,0,0.0536,0.0638,0,0.259,0.801,123.443,4
End of the Night,50,170693,0.41,0.218,11,-12.544,0,0.0293,0.902,0.000396,0.135,0.0755,72.081,4
Wouldn’t It Be Nice,49,193399,0.352,0.597,9,-6.603,0,0.0361,0.522,4.66E-06,0.142,0.316,125.014,4
Cosmic Rain,26,295200,0.235,0.936,10,-8.766,0,0.082,3.96E-05,0.557,0.17,0.561,109.674,4
Another Weekend,50,254520,0.383,0.513,6,-5.377,0,0.0278,0.125,0.000123,0.241,0.388,108.536,4
Adaletin Bu Mu Dünya,26,185782,0.336,0.712,10,-3.66,0,0.0318,0.8,1.48E-05,0.186,0.425,169.384,4
Nowhere to Go,27,48325,0.182,0.725,5,-8.504,1,0.0356,0.205,1.04E-06,0.302,0.778,143.151,4
Casey Jones - 2013 Remaster,60,265067,0.671,0.405,0,-10.052,1,0.0392,0.385,0,0.132,0.828,99.678,4
Hey You - Live,46,278893,0.315,0.405,4,-14.468,0,0.0325,0.239,0.000667,0.784,0.215,111.411,4
Bu Havalarda Dönme Bana,26,165053,0.595,0.346,9,-14.264,0,0.0333,0.303,0.105,0.177,0.329,83.944,4
Here I Go,42,189066,0.468,0.328,9,-16.923,1,0.0435,0.524,0,0.344,0.676,128.469,4
I'm a Believer,57,165613,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47E-06,0.199,0.935,79.463,4
Maybe Tomorrow - Remastered 2010,46,180600,0.363,0.397,9,-10.053,1,0.0398,0.585,0,0.0983,0.23,81.192,4
You're Going To Lose That Girl - Remastered 2009,55,138666,0.533,0.66,4,-7.694,1,0.0337,0.346,0,0.26,0.818,131.975,4
Rock & Roll - Full Length Version; 2015 Remaster,58,283000,0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14E-06,0.544,0.742,132.526,4
Lümüne,26,283240,0.319,0.713,7,-5.559,0,0.033,0.933,0.863,0.0942,0.498,100.547,4
Niye Çattın Kaşlarını,26,195160,0.469,0.222,4,-20.753,0,0.0608,0.87,0.375,0.111,0.497,104.798,4
Kimbilir,27,243506,0.458,0.41,0,-10.471,1,0.0424,0.764,0.000321,0.114,0.322,114.311,4
"Loser - Live at the Fox Theatre, St. Louis, MO 12/10/71",26,441653,0.634,0.281,7,-18.02,1,0.0457,0.814,0.0353,0.111,0.407,119.345,4
Fuga Nº II,26,222386,0.329,0.558,9,-6.187,1,0.0516,0.897,0.0181,0.115,0.312,75.689,4
Bobby Brown Goes Down,58,169066,0.594,0.565,0,-10.249,1,0.175,0.245,0,0.123,0.755,136.507,4
Knocking At Your Back Door,54,425200,0.524,0.818,11,-6.701,0,0.0406,0.000915,4.47E-05,0.0916,0.525,121.699,4
Martha My Dear - Remastered 2009,54,148573,0.472,0.292,10,-11.591,1,0.0321,0.872,0.0007,0.128,0.824,177.624,4
Yalvarırım Affet,27,159846,0.485,0.341,5,-8.871,0,0.0322,0.961,4.09E-06,0.154,0.275,71.177,4
Adaletin Bu mu Dünya,26,185260,0.348,0.643,10,-6.063,0,0.0315,0.813,1.85E-05,0.182,0.407,168.658,4
The Ladder,27,400500,0.291,0.652,8,-11.597,1,0.0804,0.00209,0.845,0.0502,0.0705,181.99,3
At Rainbows End,25,260505,0.193,0.844,2,-6.174,1,0.0566,6.73E-05,0.000434,0.13,0.411,148.575,4
Pathos Prairie,26,171746,0.589,0.857,0,-4.636,1,0.0276,0.00144,0.000429,0.199,0.661,111.451,4
Gibi Gibi,26,272933,0.624,0.73,9,-12.196,1,0.129,0.307,2.46E-05,0.149,0.519,122.206,4
Sugar Magnolia - 2015 Remaster,26,197440,0.607,0.577,1,-10.147,0,0.0434,0.169,0,0.12,0.669,154.498,4
Meat Step Lively,26,168560,0.431,0.871,0,-6.846,1,0.039,0.00102,0.881,0.379,0.667,137.895,4
We're An American Band - Remastered 2002,64,207093,0.637,0.89,7,-4.872,1,0.0677,0.119,6.72E-05,0.103,0.923,127.689,4
Spring Forward,25,187800,0.249,0.954,9,-3.262,0,0.0434,0.000125,2.92E-05,0.234,0.851,185.472,4
Yol Verin Ağalar Beyler,26,234351,0.406,0.606,10,-9.121,0,0.0345,0.718,0.00204,0.171,0.615,134.746,4
Giresun Kayıkları,26,118933,0.488,0.693,2,-7.875,0,0.028,0.673,8.99E-05,0.267,0.832,153.17,3
Papa Gene's Blues,27,117973,0.552,0.728,9,-7.984,1,0.0334,0.421,0,0.195,0.833,113.333,4
Anahtar,26,385266,0.773,0.813,9,-9.491,0,0.0439,0.691,0,0.0694,0.921,133.696,4
Kahya Yahya,26,241960,0.612,0.845,2,-6.553,0,0.035,0.0324,0,0.232,0.613,124.994,4
My Dreams - Remastered,27,243280,0.367,0.804,11,-9.129,0,0.0314,0.00368,0.000256,0.159,0.777,194.263,4
Bu Son Olsun,25,169706,0.234,0.396,4,-14.006,0,0.0394,0.401,0.000303,0.833,0.636,189.188,3
"Scarlet Begonias / Fire on the Mountain - Live in Hamilton, Ontario, March 22, 1990",26,1174026,0.545,0.73,4,-10.456,1,0.0578,0.572,0.227,0.971,0.797,88.756,4
"El Paso - Live in Veneta, Oregon 8/27/72",25,304293,0.664,0.42,2,-12.807,1,0.0329,0.889,0.121,0.13,0.642,116.518,3
Black Tangled Heart,26,273466,0.48,0.554,5,-7.296,1,0.0291,0.16,0.0167,0.217,0.156,137.56,3
Crime Don't Pay,26,211439,0.519,0.835,5,-5.565,0,0.0424,0.000138,7.83E-05,0.283,0.821,116.762,4
Cigarette Daydreams,79,208760,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4
Sad Song (feat. Elena Coats),49,226330,0.512,0.526,1,-5.44,1,0.0251,0.0724,0,0.0675,0.249,85.024,4
"Happy Holidays, You Bastard",3,42440,0.409,0.99,11,-2.084,1,0.115,0.02,0,0.513,0.962,172.715,4
I Won't Be Home For Christmas,2,198093,0.347,0.942,7,-5.517,1,0.0913,0.00196,0,0.338,0.66,200.025,4
Ghost On The Dance Floor,0,257519,0.532,0.969,11,-3.967,1,0.0581,2.41E-05,0.0265,0.0912,0.547,103.511,4
Ghost On The Dance Floor,0,257519,0.532,0.969,11,-3.967,1,0.0581,2.41E-05,0.0265,0.0912,0.547,103.511,4
I Miss You,4,227813,0.652,0.766,11,-6.481,1,0.0345,0.000761,6.34E-06,0.0739,0.641,110.011,4
"Merry Christmas, Kiss My Ass",0,199253,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4
"Merry Christmas, Kiss My Ass",0,199253,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4
"Happy Holidays, You Bastard",0,42440,0.409,0.99,11,-2.084,1,0.115,0.02,0,0.513,0.962,172.715,4
Adam's Song,0,249626,0.52,0.775,0,-5.803,1,0.0348,0.034,0,0.364,0.383,136.02,4
Christmas Card,0,173560,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,4
Blinding Lights,1,193151,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48E-05,0.0743,0.61,171.016,4
All The Small Things,2,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
"Merry Christmas, Kiss My Ass",2,199253,0.574,0.966,4,-3.034,1,0.0685,0.0141,0,0.43,0.788,128.034,4
Gives You Hell,0,214306,0.725,0.675,4,-6.8,1,0.0368,0.0165,0,0.0537,0.595,99.979,4
I Won't Be Home For Christmas,0,198093,0.347,0.942,7,-5.517,1,0.0913,0.00196,0,0.338,0.66,200.025,4
Blinding Lights,0,193151,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48E-05,0.0743,0.61,171.016,4
Ghost On The Dance Floor,4,257519,0.532,0.969,11,-3.967,1,0.0581,2.41E-05,0.0265,0.0912,0.547,103.511,4
Blinding Lights,0,193151,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48E-05,0.0743,0.61,171.016,4
"Happy Holidays, You Bastard",0,42440,0.409,0.99,11,-2.084,1,0.115,0.02,0,0.513,0.962,172.715,4
Last Christmas,0,267493,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4
Christmas Every Day,0,226019,0.306,0.939,2,-4.335,1,0.127,0.0117,0,0.102,0.495,186.059,4
How Soon Is Now?,1,408173,0.398,0.93,11,-6.76,1,0.0599,0.000854,0.121,0.0874,0.73,190.84,4
All The Small Things,2,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
Last Christmas,0,267493,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4
All The Small Things,0,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
All The Small Things,0,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
Christmas Every Day,0,226019,0.306,0.939,2,-4.335,1,0.127,0.0117,0,0.102,0.495,186.059,4
What's My Age Again?,4,148360,0.391,0.951,6,-7.419,1,0.0688,0.012,0.000446,0.0878,0.468,157.663,4
All The Small Things,1,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
Dirty Little Secret,1,194080,0.459,0.955,10,-4.26,1,0.0448,0.000311,4.29E-06,0.421,0.485,143.865,4
All The Small Things,0,171066,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4
Blinding Lights,0,193151,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48E-05,0.0743,0.61,171.016,4
Blinding Lights,1,193151,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48E-05,0.0743,0.61,171.016,4
Christmas (Baby Please Come Home),0,187355,0.437,0.878,0,-4.687,1,0.0452,0.0112,0,0.126,0.623,128.043,4
Last Christmas,0,267493,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4
Gives You Hell,1,214306,0.725,0.675,4,-6.8,1,0.0368,0.0165,0,0.0537,0.595,99.979,4
The Middle,0,166040,0.644,0.848,2,-5.385,1,0.0529,0.0358,0,0.0676,0.928,162.151,4
Last Christmas,0,267493,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4
Why Don't You Get A Job,2,172466,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59E-06,0.281,0.547,107.933,4
Friday I'm In Love,1,214400,0.552,0.946,7,-4.249,0,0.0384,0.00106,0.000661,0.368,0.458,135.979,4
Bigmouth Strikes Again,2,193320,0.401,0.901,1,-5.011,0,0.041,0.0704,0,0.538,0.839,134.799,4
Once in a Lifetime - 2005 Remaster,0,259906,0.644,0.919,2,-6.289,1,0.0561,0.179,0.135,0.622,0.87,117.458,4
Psycho Killer - 2005 Remaster,0,261413,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4
Psycho Killer - 2005 Remaster,1,261413,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4
Never Gonna Give You Up,0,218986,0.557,0.665,6,-6.19,0,0.0328,0.321,0.000281,0.0713,0.437,75.803,4
Keep My Name Outta Your Mouth,0,189356,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4
The Middle,0,166040,0.644,0.848,2,-5.385,1,0.0529,0.0358,0,0.0676,0.928,162.151,4
I Wanna Be Sedated,0,149466,0.598,0.96,11,-3.989,1,0.042,0.169,2.89E-05,0.105,0.937,163.011,4
Come a Little Closer,74,229346,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04E-06,0.151,0.304,148.038,4
I Miss You,77,227250,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28E-06,0.0855,0.593,110.017,4
There Is a Light That Never Goes Out - 2011 Remaster,80,244586,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4
Take on the World,40,271306,0.559,0.532,2,-6.461,1,0.0302,0.157,4.28E-06,0.0927,0.11,104.02,4
EDGING,78,151533,0.606,0.905,5,-3.117,1,0.0518,0.0044,0,0.151,0.706,143.952,4
Ain't No Rest for the Wicked,74,175493,0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036,4
All The Small Things,82,167066,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,4
I Love Rock 'N Roll,77,175173,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4
Popular Monster,75,220537,0.461,0.897,3,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,4
Angel With a Shotgun,63,223092,0.543,0.84,2,-5.121,1,0.0499,0.00471,0,0.179,0.394,124.037,4
I'm Just a Kid,72,198333,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,4
Should I Stay or Should I Go - Remastered,80,188986,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4
"You're Gonna Go Far, Kid",81,177826,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4
Why Don't You Love Me (feat. Demi Lovato),60,211413,0.53,0.802,2,-6.494,1,0.0362,0.121,0,0.118,0.566,148.054,3
FUNERAL GREY,0,164138,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4
FUNERAL GREY,0,164138,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4
SELF-SABOTAGE,2,157053,0.603,0.872,9,-4.111,1,0.0596,0.137,0,0.596,0.416,118.022,4
Heads Will Roll - A-Trak Remix,0,383893,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4
Heads Will Roll - A-Trak Remix,0,383893,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4
Heads Will Roll - A-Trak Remix,0,383893,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4
SELF-SABOTAGE,0,157053,0.603,0.872,9,-4.111,1,0.0596,0.137,0,0.596,0.416,118.022,4
FUNERAL GREY,0,164138,0.645,0.85,1,-3.627,0,0.0898,0.0202,0,0.656,0.961,145.971,4
Heads Will Roll,0,221000,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.013,4
Last Christmas,0,267493,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.20E-06,0.33,0.715,126.042,4
