artist_name,album_name,song_name,song_genre
Ankit Tiwari,Pagal Mujhe Tum Kahoge,Pagal Mujhe Tum Kahoge,pop-film
Amaal Mallik;Armaan Malik;Rajesh Roshan,Ghar Se Nikalte Hi,Ghar Se Nikalte Hi,pop-film
Shafqat Amanat Ali,Patiala House,Kyun Main Jaagoon,pop-film
Arijit Singh;Sachet-Parampara,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",pop-film
Abhijeet;Alka Yagnik,Chalte Chalte,Tauba Tumhare Ishare,pop-film
Arijit Singh;Shreya Ghoshal,Heropanti,Raat Bhar,pop-film
Himesh Reshammiya;Krishna;Ahir,Aashiq Banaya Aapne,Aap Ki Kashish,pop-film
Kailash Kher;Mounima,Baahubali - The Beginning,Kaun Hain Voh,pop-film
Santhosh Narayanan;Dhanush;Meenakshi Elayaraja,"Thattaan Thattaan (From ""Karnan"")","Thattaan Thattaan - From ""Karnan""",pop-film
Adnan Sami,Bajrangi Bhaijaan,Bhar Do Jholi Meri,pop-film
Ajay-Atul,Dhadak,Zingaat,pop-film
Dhanush;Anirudh Ravichander,Thiruchitrambalam (Original Motion Picture Soundtrack),Megham Karukatha,pop-film
Ajay-Atul;Shreya Ghoshal,Chandramukhi,Chandra (Featuring. Shreya Ghoshal),pop-film
Armaan Malik,Hate Story 3,Wajah Tum Ho,pop-film
Ajay Gogavale;Shreya Ghoshal,Dhadak,Dhadak Title Track,pop-film
Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose,"Kar Har Maidaan Fateh (From ""Sanju"")","Kar Har Maidaan Fateh (From ""Sanju"")",pop-film
A.R. Rahman;Shreya Ghoshal;Mohit Chauhan;Gulzar,Jab Tak Hai Jaan,Saans,pop-film
Neeraj Shridhar;Master Saleem;Suzi Q,Love Aaj Kal (Original Motion Picture Soundtrack),Aahun Aahun,pop-film
A.R. Rahman,"Muthu's Journey (From ""Vendhu Thanindhathu Kaadu"")","Muthu's Journey - From ""Vendhu Thanindhathu Kaadu""",pop-film
Shreya Ghoshal,Aashiqui 2,Sunn Raha Hai (Female),pop-film
Vishal Dadlani,Zindagi Na Milegi Dobara,Ik Junoon (Paint It Red),pop-film
Kavita Krishnamurthy;Udit Narayan;Alka Yagnik,Kuch Kuch Hota Hai,Koi Mil Gaya,pop-film
Arijit Singh,2016 Shinning Star - Arijit Singh,"Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")",pop-film
Sonu Nigam;Shreya Ghoshal,Lage Raho Munna Bhai,Pal Pal Har Pal,pop-film
Hariharan;Anuradha,Jeans (Original Motion Picture Soundtrack),Anbae Anbae,pop-film
Amaal Mallik;Armaan Malik;Palak Muchhal,Sanam Re,Hua Hain Aaj Pehli Baar,pop-film
Thaman S;Chiranjeevi;Salman Khan,God Father (Hindi),God Father Title Song,pop-film
Kunal Ganjawala;Richa Sharma,Singham,Maula Maula,pop-film
Vijay Yesudas,Premam,Malare,pop-film
Harris Jayaraj;Karthik,7 Aum Arivu (Original Motion Picture Soundtrack),Mun Andhi,pop-film
Jeet Gannguli;Arijit Singh,Jalebi (Original Motion Picture Soundtrack),Mera Pyar Tera Pyar,pop-film
Mohammed Rafi;Sanam,Sanam - Taarif Karoon,Taarif Karoon,pop-film
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",pop-film
Vinod Rathod,Best of Bollywood Singers - Shaan & Vinod Rathod,"Chhupana Bhi Nahin Aata Vinod Rathod (From ""Baazigar"")",pop-film
Ghibran;Sathyaprakash,Theeran Adhigaaram Ondru,Laali Laali - Tamil,pop-film
Santhosh Narayanan;Pradeep Kumar;Ananthu,Meyaadha Maan (Original Motion Picture Soundtrack),Idhayam Love (Megamo Aval),pop-film
A.R. Rahman;Antara Nandy,"Alaikadal (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Alaikadal (From ""Ponniyin Selvan Part-1"")",pop-film
Mano;Sujatha,Kizhakku Cheemayile,Aathangarai Maramea Adhil,pop-film
Kumar Sanu;Alka Yagnik,"Bollywood Music - Kumar Sanu At His Best, Vol. 2","Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",pop-film
Kamal Haasan;Shreya Ghoshal,Virumandi,Unna Vida,pop-film
Harris Jayaraj;Bombay Jayashri;Krish,Dhaam Dhoom (Original Motion Picture Soundtrack),Yaaro Manathile,pop-film
Madhusree;Naresh Iyer,Anbe Aaruyire (Original Motion Picture Soundtrack),Mayilrage,pop-film
A.R. Rahman;Madhushree;Hentry Kuruvila,Sakkarakatti (Original Motion Picture Soundtrack),Marudaani,pop-film
Sean Roldan;Shakthisree Gopalan,Vaayai Moodi Pesavum (Original Motion Picture Soundtrack),Kadhal Ara Onnu Vizundhuchu,pop-film
Abhijeet,Sensational Duets (Abhijeet & Alka Yagnik),"Tum Dil Ki Dhadkan Mein (From ""Dhadkan"")",pop-film
Mithoon;Papon,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Humnava,pop-film
Ram Sampath,Delhi Belly (Original Motion Picture Soundtrack),"Bhaag D.K. Bose, Aandhi Aayi",pop-film
Sukhwinder Singh;Alka Yagnik,Taal (Original Motion Picture Soundtrack),Ramta Jogi,pop-film
Ritviz;Seedhe Maut,Dev,Chalo Chalein,pop-film
Atif Aslam,Tajdar-E-Haram Coke Studio Season 8,Tajdar-E-Haram Coke Studio Season 8,pop-film
KK;Sunidhi Chauhan,Aksar,Soniye,pop-film
Javed Ali;Sadhana Sargam;Anisadh,"Ab Jo Teri Khushi (From ""Kartoot"")","Ab Jo Teri Khushi (From ""Kartoot"")",pop-film
Ankit Tiwari;Manoj Muntashir;Dj Amit Shah,Galliyan Returns Remix,Galliyan Returns Remix,pop-film
Yo Yo Honey Singh;Deep Money,Chaar Ikke,Dope Shope,pop-film
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),You Are My Soniya,pop-film
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Suraj Hua Maddham,pop-film
Daler Mehndi;Dee MC;Shashwat Sachdev,Uri - The Surgical Strike,Jagga Jiteya,pop-film
Haricharan,Ezra,Lailakame,pop-film
A.R. Rahman;Rabbi Shergil;Gulzar,Jab Tak Hai Jaan,Challa,pop-film
Amit Trivedi,Songs of Love,Madhubala,pop-film
Jyotica Tangri;Shaan;Subhro Ganguly;Gourov-Roshin;Laxmikant–Pyarelal,Total Dhamaal,Mungda,pop-film
Neeraj Shridhar,Love Aaj Kal (Original Motion Picture Soundtrack),Twist,pop-film
Mustafa Zahid,Ragini Mms 2,Maine Khud Ko,pop-film
Pankaj Udhas,Saajan (Original Motion Picture Soundtrack),Jeeye to Jeeye Kaise,pop-film
Vishal Dadlani;Hamsika Iyer,Chennai Express,One Two Three Four (Get On The Dance Floor),pop-film
Jubin Nautiyal,Main Balak Tu Mata,Main Balak Tu Mata,pop-film
Palak Muchhal;Arijit Singh,Best Of Palak Muchhal,"Chahun Main Ya Naa (From ""Aashiqui 2"")",pop-film
Lata Mangeshkar;Kumar Sanu,Dilwale Dulhania Le Jayenge,Tujhe Dekha To,pop-film
Sajid-Wajid;Mamta Sharma;Sarosh Sami,Rowdy Rathore (Original Motion Picture Soundtrack),Aa Re Pritam Pyaare,pop-film
Sachin-Jigar;Arijit Singh;Priya Saraiya,Meri Pyaari Bindu,Haareya,pop-film
A.R. Rahman;Lata Mangeshkar,Rang De Basanti (Original Motion Picture Soundtrack),Luka Chuppi,pop-film
Jubin Nautiyal,Hare Krishna Hare Rama,Hare Krishna Hare Rama,pop-film
Armaan Malik,De De Pyaar De,Chale Aana,pop-film
Kumar Sanu;Alka Yagnik,Vijaypath (Original Motion Picture Soundtrack),Raah Mein Unse Mulaqat,pop-film
Abhijeet,Krishna (Original Motion Picture Soundtrack),Jhanjharia - Male Version,pop-film
Ghibran;Sid Sriram,"Yaar Azhaippadhu (From ""Maara"")","Yaar Azhaippadhu - From ""Maara""",pop-film
A.R. Rahman;Arijit Singh;Shashaa Tirupati,Dil Bechara (Original Motion Picture Soundtrack),Khulke Jeene Ka,pop-film
Karthik,Sunday Holiday (Original Motion Picture Soundtrack),Oru Nokku,pop-film
A.R. Rahman;Sam Vishal;Rakshita Suresh,"Ninne Thaladanne (From ""The Life Of Muthu"")","Ninne Thaladanne - From ""The Life Of Muthu""",pop-film
Benny Dayal;Anmol Malik;Anu Malik,"Chura Ke Dil Mera (From ""Hungama 2"")","Chura Ke Dil Mera - From ""Hungama 2""",pop-film
KK;K. S. Chithra,Kaakha Kaakha (Original Motion Picture Soundtrack),Uyirin Uyire,pop-film
Shreya Ghoshal;Chiranjeevi;Salman Khan,God Father (Hindi),Thaar Maar Thakkar Maar,pop-film
Shankar-Ehsaan-Loy;Shankar Mahadevan,Lakshya (Original Motion Picture Soundtrack),Lakshya,pop-film
Vijay Antony;Krishh;Suchitra,Vettaikaaran (Original Motion Picture Soundtrack),Chinna Thamarai,pop-film
Yuvan Shankar Raja;Sooraj Santhosh,Anjaan (Original Motion Picture Soundtrack),Kadhal Aasai,pop-film
D. Imman;VV Prassanna;Vandana Srinivasan,Rummy (Original Motion Picture Soundtrack),Koodamela Koodavechi,pop-film
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Pia.. Pia..,pop-film
Shankar Mahadevan,Polladhavan (Original Motion Picture Soundtrack),Padichi Parthen,pop-film
A.R. Rahman;Haricharan;Shreya Ghoshal,I - Manoharudu (Original Motion Picture Soundtrack),Poolane Kunukeyamantaa,pop-film
Sukhwinder Singh;Ayesha Darbar;S. P. Sailaja,Kisna (Original Motion Picture Soundtrack),Woh Kisna Hai,pop-film
Harris Jayaraj;Karthik;Priya Hemesh,Maattrraan (Original Motion Picture Soundtrack),Yaaro Yaaro,pop-film
Jassie Gift,4 Students (Original Motion Picture Soundtrack),Layyavathiye,pop-film
A.R. Rahman;Yogi Sekar,"Devaralan Aattam (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Devaralan Aattam (From ""Ponniyin Selvan Part-1"")",pop-film
Harish Raghavendra;Sri Charan;Mega Chorus,Kadhalil Vizhundhen,Thozhiya,pop-film
Yuvan Shankar Raja,Semma Botha Aagathey (Original Motion Picture Soundtrack),Idhayathai Oru Nodi,pop-film
Arijit Singh;Mujtaba Aziz Naza;Altamash Faridi;Farhan Sabri,Bajirao Mastani (Original Motion Picture Soundtrack),Aayat,pop-film
Diljit Dosanjh,Do You Know,Do You Know,pop-film
Mithoon;Shilpa Rao,The Train,Wo Ajnabee,pop-film
Ritviz;Nucleya,Baaraat,Roz,pop-film
Jubin Nautiyal,Shish Nawata Hoon,Shish Nawata Hoon,pop-film
Yasser Desai;Abhishek Kapur;Charlie Chauhan,Pinjra,Pinjra,pop-film
Armaan Malik;TRI.BE;Lost Stories,Memu Aagamu,Memu Aagamu,pop-film
Yasser Desai;Raj Meena,Bomb Bomb Bhole,Bomb Bomb Bhole,pop-film
KK;Sonal Chauhan,3g (Original Motion Picture Soundtrack),Kaise Bataaoon,pop-film
Sajid-Wajid;Yasser Desai,Jab Teri,Jab Teri,pop-film
KK,Kites,Zindagi Do Pal Ki,pop-film
Yasser Desai,Jashne Amade Rasool,Haal-E-Dil Kisko Sunaayein,pop-film
Nakash Aziz,Chal Mohan Ranga,Vaaram - First Look Somavaaram,pop-film
Anand Raj Anand,Masti,Dil De Diya Hai,pop-film
Mika Singh,Khiladi 786,Long Drive,pop-film
Sonu Nigam;Shreya Ghoshal,Dabangg,Chori Kiya Re Jiya,pop-film
Rahat Fateh Ali Khan,Bhoomi,Lag Ja Gale,pop-film
Diljit Dosanjh,MoonChild Era,Luna,pop-film
Arijit Singh;Rochak Kohli,Good Newwz,Dil Na Jaaneya (Unplugged),pop-film
Vijay Antony;Chorus,Kadhalil Vizhundhen,Naakka Mukka,pop-film
Santhosh Narayanan,"Evanda Enakku Custody (From ""Mahaan"")","Evanda Enakku Custody (From ""Mahaan"")",pop-film
Lata Mangeshkar,Woh Kaun Thi,Lag Ja Gale Se Phir,pop-film
Kumar Sanu;Alka Yagnik,Tumsa Koi Pyaara (Lofi Mix),Tumsa Koi Pyaara (Lofi Mix),pop-film
Shaan;Udit Narayan;Shreya Ghoshal;Sunidhi Chauhan;Rahul Saxena,Om Shanti Om,Deewangi Deewangi,pop-film
Yasser Desai,Jashne Amade Rasool,Aaqa Lelo Salaam Ab Humara,pop-film
Haricharan,Andala Rakshasi (Original Motion Picture Soundtrack),Yemito,pop-film
Yasser Desai,Jashne Amade Rasool,Jashne-Amade Rasool,pop-film
Yasser Desai,Jashne Amade Rasool,Zameen-O-Zaman,pop-film
Falguni Pathak,Maine Payal Hai Chhankai & Other Hits,Saawan Mein,pop-film
Mukesh,Mukesh Ki Barfi,Kisi Ki Muskurahaton Pe,pop-film
Silambarasan TR;Yuvan Shankar Raja,Vaanam (Original Motion Picture Soundtrack),Evan Di Una Pethan,pop-film
Jatin-Lalit,Fareb,Yeh Teri Aankhen Jhuki Jhuki,pop-film
Yasser Desai,Jashne Amade Rasool,Mustafa Jaan-E-Rehmat,pop-film
Yasser Desai,Jashne Amade Rasool,Mera Dil Badal De,pop-film
Yasser Desai,Jashne Amade Rasool,Mere Dil Mein Hai Yaad,pop-film
Arijit Singh,Groove With Arijit Singh,"Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain"")",pop-film
Ilaiyaraaja;Sid Sriram,"Unna Nenachu [From ""Psycho (Tamil)""]","Unna Nenachu (From ""Psycho (Tamil)"")",pop-film
Vijay Antony;Dinesh,Tn07 Al 4777 (Original Motion Picture Soundtrack),Aathichoodi,pop-film
Naresh Iyer,Karthikeya,Inthalo Ennenni Vinthalo Male,pop-film
Kishore Kumar;Anette,Audiobiography - Kishore Kumar,Dilbar Mere - Satte Pe Satta / Soundtrack Version,pop-film
A.R. Rahman;Arijit Singh,Atrangi Re,Tumhein Mohabbat,pop-film
Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar,Anegan (Original Motion Picture Soundtrack),Aathadi Aathadi,pop-film
Hemant Kumar;S. D. Burman,Solva Saal,Hai Apna Dil To Aawara - Happy,pop-film
Vijay Antony;Jayarajagopalam;Sathya Lakshmi,Naan Avanillai (Original Motion Picture Soundtrack),Macha Kanni,pop-film
Unni Menon,Rhythm,Nadhiyae Nadhiyae,pop-film
Naresh Iyer;Ujjayinee;Madhumitha,Azagiya Tamilmagan (Soundtrack from the Motion Picture),Valayapatti,pop-film
Hariharan;Sujatha,Poovellam Kettuppar,Irava Pagala,pop-film
Hariharan;Sadhana Sargam,Merupu Kalalu,Vennelave Vennelave,pop-film
Unni Menon,Pennin Manathai Thottu (Original Motion Picture Soundtrack),Kannukkulle,pop-film
Srinivas;Sujatha,Hits of A.R.Rahman Nenjame,"Oru Poiyavathu (From ""Jodi"")",pop-film
Atif Aslam,Bas Ek Pal (Original Motion Picture Soundtrack),Tere Bin,pop-film
Jatin-Lalit;Udit Narayan;Alka Yagnik,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Yeh Ladka Hai Allah,pop-film
Anu Malik;Papon;Varun Grover,Dum Laga Ke Haisha,Moh Moh Ke Dhaage (Male),pop-film
Arijit Singh;Tulsi Kumar,Tum Bin 2,Dekh Lena,pop-film
Diljit Dosanjh,Jind Mahi,Jind Mahi,pop-film
Lucky Ali,Kaho Naa Pyar Hai,Ek Pal Ka Jeena,pop-film
Palak Muchhal,Ishara To Karo JI,Ishara To Karo JI,pop-film
Hariharan;Swarnalatha,Rangeela (Original Motion Picture Soundtrack),Hai Rama,pop-film
Arijit Singh;Shadab;Altamash Faridi,Best Of Arijit Singh - Revisited,"Lambiyaan Si Judaiyaan (From ""Raabta"")",pop-film
Kumar Sanu;R. D. Burman,1942 A Love Story,Ek Ladki Ko Dekha,pop-film
Shankar-Ehsaan-Loy;Arijit Singh;Nihira Joshi Deshpande;Gulzar,Kill Dil,Sajde,pop-film
Anuradha Paudwal;Kumar Sanu,Aashiqui,Dheere Dheere Se Meri Zindagi Mein Aana,pop-film
Ankit Tiwari,Shiddat,Hum Dum,pop-film
A.R. Rahman;Sanah Moidutty,Mohenjo Daro,Tu Hai,pop-film
Ankit Tiwari,"Shaamat (Ankit Tiwari Version) [From ""Ek Villain Returns""]","Shaamat (Ankit Tiwari Version) [From ""Ek Villain Returns""]",pop-film
Mamta Sharma;Aishwarya,Dabangg,Munni Badnaam,pop-film
Neha Kakkar;Dhvani Bhanushali;Ikka,Satyameva Jayate,Dilbar,pop-film
Dev Negi;Seepi Jha,Sabki Baaratein Aayi,Sabki Baaratein Aayi,pop-film
Arijit Singh,Arijit Singh Broken Strings,"Milne Hai Mujhse Aayi (From ""Aashiqui 2"")",pop-film
Arijit Singh;Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi;Sachet Tandon;Parampara Tandon;Abhijeet Srivastava;Tulsi Kumar;Jubin Nautiyal;Guru Randhawa;Arko;Dhvani Bhanushali;Yo Yo Honey Singh;Meet Bros.;Pritam;Payal Dev;Abhijit Vaghani;Jaani;Kedrock;Sd Style,Valentine's Mashup 2021,Valentine's Mashup 2021,pop-film
Sukhwinder Singh,Bajirao Mastani (Original Motion Picture Soundtrack),Gajanana,pop-film
Haricharan;Mohana,Baahubali - The Beginning,Manogari,pop-film
Sukhwinder Singh;Manikka Vinayagam,Manikkavinayagam - Playback Singer,"Arjunar Villu (From ""Gilli"")",pop-film
Atif Aslam;Sunidhi Chauhan,Be Intehaan (Lofi Mix),Be Intehaan (Lofi Mix),pop-film
Uttam Singh;Lata Mangeshkar;Udit Narayan;Anand Bakshi,Dil To Pagal Hai,Dil To Pagal Hai,pop-film
Atif Aslam,Rafta Rafta,Rafta Rafta,pop-film
Sonu Nigam;Mahalakshmi Iyer,Salaam-E-Ishq,Tainu Leke,pop-film
Srinivas,Taj Mahal (Original Motion Picture Soundtrack),Sotta Sotta,pop-film
Jagjit Singh;Chitra Singh,Saath Saath,Tum Ko Dekha To Yeh Khayal Aaya,pop-film
Shankar-Ehsaan-Loy;Sonu Nigam;Alka Yagnik,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Kabhi Alvida Naa Kehna,pop-film
Amaal Mallik;Arijit Singh;Tulsi Kumar,Mesmeric Vocalzz - Tulsi Kumar,"Salamat (From ""Sarbjit"") (feat. Arijit Singh, Tulsi Kumar)",pop-film
Silambarasan TR;Andrea,Vaanam (Original Motion Picture Soundtrack),No Money No Honey,pop-film
Ash King;Jigar Saraiya;Sachin-Jigar;Raftaar;Sidharth Malhotra,"Bandook Meri Laila (From ""A Gentleman"")","Bandook Meri Laila (From ""A Gentleman"") (feat. Raftaar, Sidharth Malhotra)",pop-film
Kumar Sanu;Sadhana Sargam,"Bollywood Music - Kumar Sanu At His Best, Vol. 1","Jab Koi Baat Bigad Jaye (From ""Jurm"")",pop-film
Lata Mangeshkar;Kumar Sanu,Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack),Madhosh Dil Ki Dhadkan,pop-film
Harris Jayaraj;Unni Menon;Bombay Jayashri,Vettaiyaadu Vilaiyaadu (Original Motion Picture Soundtrack),Paartha Mudhal,pop-film
Thaman S,Vaalu (Original Motion Picture Soundtrack),U R My Darling,pop-film
Kishore Kumar,Andaz,Zindagi Ek Safar Hai Suhana - Kishore Kumar,pop-film
Harris Jayaraj;Chinmayi,Yennai Arindhaal (Original Motion Picture Soundtrack),Idhayathai Yedho Ondru,pop-film
Vishal-Shekhar;Sukhwinder Singh;Shadab Faridi;Irshad Kamil,Sultan,Sultan,pop-film
Asha Bhosle;Abhijeet,Dilwale Dulhania Le Jayenge,Zara Sa Jhoom Loon Main,pop-film
Yuvan Shankar Raja,Vaanam (Original Motion Picture Soundtrack),Vaanam,pop-film
Santhosh Narayanan;Vijaynarain,Manithan (Original Motion Picture Soundtrack),Poi Vazhva,pop-film
Karthik;Bombay Jeyashree,Polladhavan (Original Motion Picture Soundtrack),Minnalgal Koothadum,pop-film
Kamal Haasan;Priya Hemesh,Manmadan Ambu (Original Motion Picture Soundtrack),Neela Vaanam,pop-film
G. V. Prakash;Saindhavi,Udhayam NH4 (Original Motion Picture Soundtrack),Yaaro Ivan,pop-film
A.R. Rahman,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),Muthu's Journey,pop-film
Pushpavanam Kuppusamy;Swarnalatha,Ethirum Puthirum,Thottu Thottu,pop-film
Benny Dayal;Madurai Soulijos,Kannum Kannum Kollaiyadithaal,Sirikkalam Parakkalam,pop-film
Yuvan Shankar Raja;Roop Kumar Rathod,All About Love: Yuvanshankar Raja,"Oru Devathai (From ""Vaamanan"")",pop-film
Rekha Bhardwaj;Arijit Singh,Badlapur (Original Motion Picture Soundtrack),Judaai,pop-film
Javed Ali;Pritam,Naqaab (Original Motion Picture Soundtrack),Ek Din Teri Raahon,pop-film
Arijit Singh;Nihira Joshi Deshpande,Sajde - LoFi Mix,Sajde - LoFi Mix,pop-film
KK,Jism 2,Abhi Abhi,pop-film
Ritviz,Ved,Jeet,pop-film
Mamta Sharma;Wajid,Dabangg 2,Fevicol Se,pop-film
Haricharan;Gopi Sundar,Bangalore Days,"Aethu Kari Raavilum - From ""Bangalore Days""",pop-film
Kumar Sanu,Aashiqui,Ek Sanam Chahiye Aashiqui Ke Liye,pop-film
Arijit Singh,Creature 3D,Sawan Aaya Hai,pop-film
Arijit Singh,All Is Well,Baaton Ko Teri,pop-film
Diljit Dosanjh;JBee;Ikky;Tory Lanez,Chauffeur JBEE Remix (feat. Tory Lanez),Chauffeur JBEE Remix (feat. Tory Lanez),pop-film
Sonu Nigam;Kavita Krishnamurthy,Vaastav: The Reality,Meri Duniya Hai,pop-film
Rekha Bhardwaj;Anurag Saikia;Raj Shekhar;Mismatched,Mismatched: Season 2 (Music from the Netflix Series),Aise Kyun - Ghazal Version,pop-film
Yasser Desai;Altamash Faridi;Rashmi Virag,"Dhoonde Akhiyaan (From ""Jabariya Jodi"")",Dhoonde Akhiyaan,pop-film
Asha Bhosle;Nigel Akkara,Boyeche Samoy (Title Track),Boyeche Samoy - Title Track,pop-film
Uttam Singh;Lata Mangeshkar;Udit Narayan;Anand Bakshi,Dil To Pagal Hai,Dholna,pop-film
Hariharan;Kavita Krishnamurthy,Bombay,Tu Hi Re - Bombay / Soundtrack Version,pop-film
Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),O Rangrez,pop-film
Shankar Mahadevan,Dil Chahta Hai,Dil Chahta Hai,pop-film
KK;DJ Marcelo,Lofi Chill Mix,Sach Keh Raha Hai - LoFi Flip,pop-film
A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze,Yemaaya Chesave (Original Motion Picture Soundtrack),Ee Hridayam,pop-film
Neha Kakkar;Rohanpreet Singh;Rajat Nagpal,Do Gallan,Do Gallan,pop-film
Jubin Nautiyal;Payal Dev,"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]","Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",pop-film
Meet Bros.;Roach Killa;Khushboo Grewal;Arijit Singh,Baaghi,Girl I Need You,pop-film
Meet Bros.;Neha Kakkar;Jassie Gill,"Lamborghini (From ""Jai Mummy Di"")","Lamborghini (From ""Jai Mummy Di"")",pop-film
Thaman S;Sid Sriram,"Hey Idi Nenena (From ""Solo Brathuke So Better"")","Hey Idi Nenena (From ""Solo Brathuke So Better"")",pop-film
The Local Train,Vaaqif,Aaftaab,pop-film
A.R. Rahman;Srinidhi Venkatesh,OK Jaanu (Original Motion Picture Soundtrack),Ok Jaanu Title Track,pop-film
G. V. Prakash,Darling (Original Motion Picture Soundtrack),Anbe Anbe,pop-film
Arijit Singh,Youngistaan,Suno- Na Sangemarmar,pop-film
Vijay Yesudas;Shweta Mohan;Prince George,Vijay Superum Pournamiyum (Original Motion Picture Soundtrack),Etho Mazhayil,pop-film
Mamta Sharma;Shaheer Sheikh,Mera Dil Bhi Kitna Pagal Hai,Mera Dil Bhi Kitna Pagal Hai,pop-film
Neeraj Shridhar;Sunidhi Chauhan,Love Aaj Kal (Original Motion Picture Soundtrack),Chor Bazaari,pop-film
Harish Raghavendra,Rajubhai,Evare Nuvvu,pop-film
Lata Mangeshkar;Gulzar;R. D. Burman,Masoom,Tujhse Naraz Nahin Zindagi - Lata Mangeshkar,pop-film
Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani,Student of the Year (Original Motion Picture Soundtrack),Radha,pop-film
Sukhwinder Singh;Bhoomi Trivedi;Karsan Sagathia,Raees,Udi Udi Jaye,pop-film
Karthik,Kothabangarulokam,Nijanga Nenena,pop-film
A.R. Rahman,"Uyir Urugudhey (From ""Cobra"")","Uyir Urugudhey (From ""Cobra"")",pop-film
Armaan Malik;Shraddha Kapoor,Baaghi,Sab Tera,pop-film
G. V. Prakash;Saindhavi,Thalaivaa (Original Motion Picture Soundtrack),Yaar Indha Saalai Oram,pop-film
G. V. Prakash;Naresh Iyer;Shreya Ghoshal;Haricharan,Angadi Theru (Original Motion Picture Soundtrack),Unn Perai Sollum,pop-film
Achu;Hemachandra Vedala,Maalai Pozhudhin Mayakathilaey (Original Motion Picture Soundtrack),Oh Baby Girl,pop-film
Asha Bhosle;Mohammed Rafi;R. D. Burman,Teesri Manzil,O Haseena Zulfonwale Jane Jahan,pop-film
Alka Yagnik;Kumar Sanu,Phool Aur Kaante (Original Motion Picture Soundtrack),Tumse Milne Ko Dil,pop-film
Vijay Antony;Sangeetha Rajeshwaran,Dishyum (Original Background Score),Dailamo Dailamo,pop-film
Sathyaprakash;Shakthisree Gopalan,"Vizhiye Kalangathey (From ""Vedigundu Pasangge"")","Vizhiye Kalangathey - From ""Vedigundu Pasangge""",pop-film
A.R. Rahman;Naresh Iyer,Ambikapathy (Original Motion Picture Soundtrack),Ambikapathy,pop-film
Ilaiyaraaja,Tamil M.A.,Paravaiye Engu Irukkirai,pop-film
Yuvan Shankar Raja;Muthu Sirpi,Viruman (Original Motion Picture Soundtrack),Vaanam Kidukidunga,pop-film
Arijit Singh,Tum Bin 2,Ishq Mubarak,pop-film
Javed Ali,Aakrosh,Saudebazi (Encore),pop-film
Rahat Fateh Ali Khan;Richa Sharma,Om Shanti Om,Jag Soona Soona Lage,pop-film
KK;Dominique,Hum Dil De Chuke Sanam,Tadap Tadap,pop-film
Arijit Singh;Parampara Tandon,Pal Pal Dil Ke Paas (Original Motion Picture Soundtrack),Pal Pal Dil Ke Paas- Title Track,pop-film
Arijit Singh,Badrinath Ki Dulhania,Roke Na Ruke Naina,pop-film
Ankit Tiwari,Rustom (Original Motion Picture Soundtrack),Tay Hai,pop-film
Vishal-Shekhar;Vishal Dadlani,Dostana (Original Motion Picture Soundtrack),Jaane Kyun,pop-film
Jubin Nautiyal;Prakriti Kakar;Tanishk Bagchi;Anand-Milind,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Gazab Ka Hai Din (From ""Dil Juunglee"")",pop-film
Salim–Sulaiman;Sonu Nigam;Shreya Ghoshal;Jaideep Sahni,Aaja Nachle,Ishq Hua,pop-film
Mithoon;Arijit Singh,Radhe Shyam,Aashiqui Aa Gayi,pop-film
Neha Kakkar;Manj Musik;Herbie Sahara,"Laal Ghaghra (From ""Good Newwz"")",Laal Ghaghra,pop-film
Udit Narayan,Aadavari Matalaku Ardhalu Veruley,Emaindhi Eevela,pop-film
